"time","smap_J"
475,0.078806307341541
476,0.0794149012292842
477,0.0725261876398609
478,0.0722196645796951
479,0.0732690939931776
480,0.0746269801242821
481,0.0741537682375224
482,0.0734546875705243
483,0.0746534563859489
484,0.077418139562682
485,0.0736271319781368
486,0.0704335518866385
487,0.0723176947862798
488,0.0784778490325822
489,0.0828777400506845
490,0.0874628666872008
491,0.0920347786462784
492,0.0967541584669055
493,0.0999629170275485
494,0.102540033643723
495,0.107638503496494
496,0.114551260897873
497,0.11336739056383
498,0.113225123152819
499,0.107467059682688
500,0.104568374635219
501,0.105184054703067
502,0.105604930018814
503,0.105861983314468
504,0.105751968181118
505,0.10684348387762
506,0.108646546505245
507,0.111652101857538
508,0.109820145191505
509,0.112000310313051
510,0.112307816334117
511,0.113338925013162
512,0.114388332059124
513,0.1127916668366
514,0.1135663877876
515,0.120132276149806
516,0.111649081272637
517,0.108944202356203
518,0.111406860608483
519,0.109435094478769
520,0.111631107369671
521,0.114831089858415
522,0.118384853855492
523,0.120629015867565
524,0.121688320439714
525,0.124963677652546
526,0.128901860550453
527,0.123884950729329
528,0.118741998569771
529,0.118494533792194
530,0.127722386221398
531,0.12768937590381
532,0.127318113179978
533,0.127984461389928
534,0.130799807734586
535,0.133653810476523
536,0.132174427415119
537,0.129937124311035
538,0.135592683291555
539,0.141849364317745
540,0.140319171885615
541,0.133782874515708
542,0.14150534261919
543,0.140685895621254
544,0.138646777073387
545,0.136767732001738
546,0.137036534576215
547,0.137007857940226
548,0.132016457533038
549,0.134897526779145
550,0.138972798066183
551,0.14242938117495
552,0.144190037256663
553,0.145836967316747
554,0.139612315022369
555,0.13607881645732
556,0.142951135339708
557,0.156718969026365
558,0.158974115319437
559,0.160330435472093
560,0.163272588536367
561,0.165228889422046
562,0.171827251451279
563,0.178554274761568
564,0.181497359625139
565,0.182494525204508
566,0.183863312576467
567,0.182249563383382
568,0.185950014540154
569,0.189090431817441
570,0.189155368542065
571,0.19157737339194
572,0.194540329177413
573,0.192682557585604
574,0.192034474437612
575,0.18464543557411
576,0.186266123423745
577,0.192047987830967
578,0.194059671891094
579,0.194729512703965
580,0.19321824459595
581,0.189164228486482
582,0.19040053085141
583,0.197001968547607
584,0.198386534687162
585,0.199659663398125
586,0.204611010958066
587,0.204231006862482
588,0.207340182547985
589,0.218315188700268
590,0.220070324031581
591,0.224138653560688
592,0.229294220160204
593,0.229455466201799
594,0.231055940310705
595,0.236101097571527
596,0.241707182395833
597,0.240122037440065
598,0.24298993605566
599,0.25176055340717
600,0.253698428996684
601,0.256831133554697
602,0.259404071758297
603,0.257031200043708
604,0.25537755260045
605,0.252795495023159
606,0.254290098787171
607,0.260165305248097
608,0.26345915983048
609,0.271174498129688
610,0.279407284799352
611,0.27928991884265
612,0.279841631720871
613,0.281731055104119
614,0.28757105817671
615,0.290149506849915
616,0.29141322111511
617,0.298419318766033
618,0.298886012044921
619,0.310504782791778
620,0.312913057416153
621,0.321755312240158
622,0.321650316290283
623,0.325913301858682
624,0.32479070065713
625,0.324584018394629
626,0.32479553813331
627,0.32547705142576
628,0.323128848966449
629,0.319068128625237
630,0.320346252009485
631,0.318224791421294
632,0.326226044798343
633,0.324128711693992
634,0.326610774139498
635,0.329312543571507
636,0.331040298900739
637,0.335471334010953
638,0.33551998270765
639,0.33592607626507
640,0.333472642981965
641,0.332403641183247
642,0.330823267335662
643,0.328740160248323
644,0.331631808062955
645,0.338140562419728
646,0.341698051866985
647,0.345321627240989
648,0.34258954266441
649,0.335296410016084
650,0.341533285311044
651,0.345740600180112
652,0.348123639733102
653,0.347029262227937
654,0.350183565498281
655,0.355029543276568
656,0.350089149163626
657,0.354832376031127
658,0.356692658237907
659,0.353770612202664
660,0.352342238903379
661,0.351268533253367
662,0.352979971512749
663,0.354663043110678
664,0.360191120892082
665,0.36621501857014
666,0.373172018537829
667,0.378469863562413
668,0.374223058313903
669,0.371690424528419
670,0.372152219475158
671,0.368731119225557
672,0.369938452952694
673,0.371052399168214
674,0.36840355396733
675,0.374948211333735
676,0.376294728998224
677,0.378777645254083
678,0.386982387208568
679,0.390257378419
680,0.394438577226531
681,0.401957299638699
682,0.404359405107628
683,0.405871140373325
684,0.408317396398463
