"time","smap_J"
475,0.95811810223491
476,0.958555979628027
477,0.957978505625234
478,0.957526996169156
479,0.958941228255679
480,0.958214672763921
481,0.956736044662575
482,0.958949860577567
483,0.95657359836182
484,0.957134731664319
485,0.95844126471273
486,0.959768682833818
487,0.95877991500579
488,0.957461320719861
489,0.957912608623133
490,0.9584024046797
491,0.956652863585802
492,0.957403857985468
493,0.957944058297726
494,0.957127237188041
495,0.957233966106258
496,0.956950479455102
497,0.957971592110371
498,0.957719152229341
499,0.957581581072971
500,0.957105789355771
501,0.959968525110489
502,0.959112372000102
503,0.960678311708986
504,0.95887134832437
505,0.960700198221875
506,0.958721320842198
507,0.957653217824532
508,0.957466607628587
509,0.959628373861915
510,0.958108115736024
511,0.960740632890115
512,0.961035540505705
513,0.963679530580798
514,0.960492421843988
515,0.960165283709478
516,0.959467891756969
517,0.957946570889864
518,0.958417170771813
519,0.959941061469912
520,0.959844947896575
521,0.959729725025355
522,0.960927793330693
523,0.957728990252123
524,0.957000040027833
525,0.957752395289516
526,0.960328892918321
527,0.95862903936435
528,0.959630293909335
529,0.958901497204774
530,0.9600190636462
531,0.960130763695985
532,0.960391697554089
533,0.960436152539232
534,0.960439447687882
535,0.959369750502956
536,0.960447567629296
537,0.959069352591467
538,0.959966513059358
539,0.961711044710954
540,0.960017353157607
541,0.95845938671378
542,0.959771361211704
543,0.959310463758004
544,0.958262756334371
545,0.960592468929667
546,0.958751347260324
547,0.961754281215421
548,0.960475193881214
549,0.960412794746265
550,0.959877386002748
551,0.95979022498896
552,0.959263918078084
553,0.960296493768609
554,0.960013297855355
555,0.959537802697555
556,0.959064250014332
557,0.959071138302458
558,0.958448294205357
559,0.960710867409586
560,0.958440236456939
561,0.959157893821358
562,0.957529309916039
563,0.958501705007631
564,0.957543454452985
565,0.95762985664495
566,0.957953513902303
567,0.958890199914076
568,0.959103236831482
569,0.957547793729023
570,0.958351871637765
571,0.959434796134934
572,0.960015048726334
573,0.956372116097616
574,0.95670287752462
575,0.956613529024641
576,0.95860087174493
577,0.958368933337302
578,0.958304178163426
579,0.957377974269592
580,0.954360704464283
581,0.958551152567854
582,0.958425868189922
583,0.959232420413928
584,0.958671774971762
585,0.953422141187688
586,0.955944576934146
587,0.956063033280418
588,0.954339824852751
589,0.954709340486127
590,0.954805100345164
591,0.9549003038515
592,0.955819583552413
593,0.954612608387685
594,0.955627184676415
595,0.955635553855434
596,0.956111269616008
597,0.954570679648733
598,0.95575435386372
599,0.955880886086942
600,0.955918907731628
601,0.953013493435359
602,0.953233719957269
603,0.954733415792661
604,0.956235698823149
605,0.95702003650497
606,0.956168622789433
607,0.957315071999024
608,0.957468764965803
609,0.956604511466316
610,0.957006459439814
611,0.956276606579955
612,0.957653823627054
613,0.956928356846627
614,0.955228770014008
615,0.955978099787733
616,0.95573563726256
617,0.956515017879816
618,0.955570333378038
619,0.955541422952164
620,0.955338650725389
621,0.952216289506116
622,0.952829939605178
623,0.952567138632343
624,0.953654227142588
625,0.953087868236171
626,0.954684608906924
627,0.953961098082841
628,0.953455811597021
629,0.954724088834571
630,0.953786323306259
631,0.955455669682344
632,0.955244857569286
633,0.953020172852397
634,0.952943477800998
635,0.953886085029547
636,0.954977993188391
637,0.95588522585021
638,0.954202645590698
639,0.955211562210858
640,0.95565236533684
641,0.957506265741239
642,0.954745560227478
643,0.955678227077032
644,0.955165618179994
645,0.955944595417775
646,0.955497327069292
647,0.952744908342287
648,0.95363335251445
649,0.95450741979164
650,0.957259210351878
651,0.955131022753615
652,0.955883881568368
653,0.954959003064664
654,0.951298147078022
655,0.952763731694585
656,0.9516537447991
657,0.953822879879671
658,0.952647964011243
659,0.952386046108946
660,0.951802910588269
661,0.951885677208022
662,0.953199368670018
663,0.951709358163008
664,0.952090910712054
665,0.955015999288328
666,0.953561601477595
667,0.954937511355302
668,0.951798272416464
669,0.952567194933023
670,0.954576892363243
671,0.954320154248859
672,0.953858767655292
673,0.950285772789136
674,0.952413002780155
675,0.952519245078169
676,0.949707827170188
677,0.94961903597218
678,0.949330170935279
679,0.94998075966296
680,0.953943581847695
681,0.949384025433498
682,0.949164438438534
683,0.952969889167446
684,0.953289863367835
685,0.953373306373828
686,0.952837939821618
687,0.953218893046165
688,0.951275756658498
689,0.952750846007579
690,0.954494566095575
691,0.9553372528956
692,0.953508617494927
693,0.954819371941978
694,0.954201178906524
695,0.953097772910669
