"time","meanAR","maxAR","meanSD","maxSD","eigenMAF","mafAR","mafSD","pcaAR","pcaSD","eigenCOV","maxCOV","mutINFO"
455,0.472510202411579,0.950924063417848,33.00578731843,83.8342307886478,-0.0221564693505947,0.954312501397288,0.985293343282921,0.58082086106297,1.44550171511473,2.08947520839962,0.37703207189747,0.542223206260785
456,0.474647580445545,0.951924268205232,33.0056253457152,83.8183795526676,-0.0223953934918821,0.955482629618354,0.986758971891873,0.581197985505552,1.44546080373758,2.08935693514168,0.381347027889704,0.54092345661705
457,0.472184937789623,0.950664419348846,32.9653229620437,83.7046233842069,-0.022267802729129,0.954242734085671,0.987083941610278,0.581251843925525,1.44500282419459,2.08803316193035,0.380757101908078,0.537526323698901
458,0.475493951734397,0.953819577003824,33.0443200501749,83.9130632457143,-0.02231628174716,0.957078191182382,0.987165708910686,0.585709699923662,1.44643094243377,2.09216247122983,0.383019047182631,0.544343295399623
459,0.474662258778198,0.951557831298549,33.035142109113,83.8836311018402,-0.0223735201551602,0.955075285767483,0.986627721921197,0.583726288429114,1.44539656069254,2.08917121766182,0.380158950719722,0.532499896879872
460,0.475499580099683,0.951203595167841,33.084686612807,84.024139477356,-0.0222687636083467,0.954816406879417,0.98678727517298,0.58583517101681,1.44779255499136,2.09610328228841,0.385417490985459,0.53616501978227
461,0.474000695501308,0.950286889039094,33.123639124329,84.1312293719021,-0.0221622708779659,0.954351837090256,0.988022454134034,0.58324880324925,1.44550951094305,2.08949774622682,0.377889144289511,0.541538630406892
462,0.472786304568877,0.951333411298434,33.1008737858595,84.0582929072271,-0.0221545600693875,0.954484974496666,0.988143049942658,0.585171680032271,1.44582214666049,2.09040167977395,0.379201756037049,0.539889552417333
463,0.475335106261257,0.951149380273549,33.2116953191965,84.3798473494595,-0.0221948420389457,0.954196141295578,0.98823405034742,0.588814562683357,1.44661977100096,2.09270876185088,0.38071472269738,0.530836193345015
464,0.479184367964349,0.951451311304676,33.2874709602026,84.5620531396631,-0.0222667540165867,0.954741020078874,0.987780860506677,0.591476475720327,1.45007028559623,2.10270383316912,0.388598870190946,0.545328189089502
465,0.476065162710415,0.949573064244627,33.3039449243163,84.6396796803113,-0.0223410892251041,0.953700884330446,0.988168320866165,0.586870228721563,1.44819737681832,2.09727564222346,0.381939258805638,0.530234030285242
466,0.474249506748304,0.950152436793605,33.3213959954843,84.7006214141778,-0.0222372182546911,0.953608465184183,0.988428174689063,0.586421483127263,1.44856528257947,2.09834137789455,0.381269541134798,0.535264478809069
467,0.479431733367908,0.953213795871861,33.4518881589456,85.0392211081937,-0.0224304866032602,0.956206091488154,0.98762847342266,0.593943198750896,1.45088615122135,2.10507062380589,0.38588708387052,0.525513774133445
468,0.482481040123642,0.949666521401424,33.590696551944,85.420745143815,-0.0226293736497979,0.952788988356013,0.987736583201449,0.596834231303289,1.45385050782118,2.11368129909189,0.392512195792593,0.525594969870246
469,0.487113352127939,0.95000672196625,33.706616521834,85.7500189369565,-0.0227287408310876,0.953336080456587,0.987883354965644,0.601679496947985,1.4557202482785,2.11912144124803,0.396676916075692,0.528193311690305
470,0.490350183917663,0.952384473948165,33.7864257500771,85.9411659392713,-0.0227737243146224,0.955713852881354,0.988765155016069,0.604909531157019,1.45844055225,2.12704884444727,0.402969294714111,0.539629336979513
471,0.485213937735259,0.948542995008417,33.7963934825834,85.9276216507816,-0.0228785274871849,0.952902899228851,0.988455160374694,0.597888265843574,1.45454861788933,2.11571168180375,0.389842207868504,0.5322316018472
472,0.48365021626037,0.950966095461385,33.8329205619333,86.0181614027358,-0.0228205565351906,0.955027927653174,0.987301905240143,0.5936088216456,1.45609328579951,2.12020765695041,0.393943112094818,0.540487729336032
473,0.489324288863911,0.948033235262443,33.7493038171983,85.7829615976265,-0.0231451558608276,0.951761032669003,0.987396276506727,0.604025679462549,1.45506857646271,2.11722456220921,0.391884361947905,0.531465540132065
474,0.492140000525096,0.949220344541999,33.7545036109823,85.8281158299069,-0.0230722152268768,0.953512300621947,0.987512001059567,0.606547068009525,1.45848350484488,2.1271741339046,0.40165525988628,0.52475703239133
475,0.494213679589565,0.947794667377954,33.9517156573259,86.4066414826295,-0.023285596126735,0.951608063926483,0.989054182216488,0.61239872320592,1.4593769466954,2.129781072546,0.403433907879887,0.537119164467515
476,0.494919995886608,0.948374822779879,34.0401942162467,86.6702431773888,-0.0233557523767789,0.952913215743679,0.990181610853229,0.610988582625078,1.45944968789202,2.12999339148811,0.403788776873554,0.553106084576057
477,0.496456699679166,0.949357675253576,34.1504847257145,86.9384577304026,-0.0232722471148652,0.952735574056892,0.98983892487142,0.617592058490459,1.46179254007442,2.13683743021724,0.408863600920446,0.564293419266476
478,0.495099403294357,0.946672618977302,34.1482591329704,86.9406347184202,-0.0234071875575571,0.950890761911633,0.988413453662322,0.612037309764061,1.46275831706849,2.13966189415303,0.413445531977305,0.56811067695649
479,0.493982625213708,0.94861081392668,34.1777799466905,87.0344930312056,-0.0234295523555849,0.953289058054946,0.987923171056317,0.610233623197687,1.46221489777805,2.13807240728406,0.410212831627313,0.574509560938279
480,0.493265829272653,0.946582088276146,34.2083709031491,87.1544963010661,-0.0232529509500709,0.950893989110373,0.988049168725935,0.611435136192346,1.46154949347673,2.13612692188209,0.4076089230439,0.576320155240538
481,0.495358883907819,0.948435574146979,34.3330249464063,87.5355623829877,-0.023285289752512,0.952589845186958,0.988138190796822,0.614013048553991,1.46207360442047,2.13765922474307,0.407754572195914,0.578145479785587
482,0.492767104645548,0.949769964964311,34.2842585733259,87.3773499556868,-0.0231829032705519,0.953792093053893,0.988144298318923,0.609319657692248,1.46062289037994,2.13341922790185,0.4081167811131,0.57547622001537
483,0.492340769017232,0.947708202967635,34.3085135989567,87.4521436360378,-0.0232646191632311,0.952233075826162,0.990640080786541,0.611723714348486,1.46065687920545,2.13351851877019,0.408341270448229,0.577675749180099
484,0.493755376895905,0.949029104829561,34.3646669790615,87.6005087373648,-0.023190566532112,0.953273673035634,0.991359063714973,0.613707621628743,1.46207501752005,2.13766335685624,0.409918476799994,0.585098456814632
485,0.495007455700527,0.94912339221819,34.423508431819,87.7621417123339,-0.0230761933621521,0.953327607051707,0.99151276657539,0.615576470385069,1.46275470569358,2.1396513290287,0.410496831662801,0.588184832807026
486,0.497202858663839,0.950233034230959,34.6517383676819,88.4303535362049,-0.0230256158202254,0.954782152714389,0.99165628933548,0.619930878155732,1.463904565062,2.14301657560937,0.412832432697163,0.582233178041506
487,0.498998951012961,0.947891990679656,34.819733889852,88.9047699685138,-0.0230471773719663,0.951830356810975,0.992180555587893,0.623808074898477,1.46749749246524,2.15354889039176,0.420650681337542,0.587794953516639
488,0.501415006503248,0.948028605649882,34.9498710806427,89.2737700274284,-0.0231657767641561,0.952172598386486,0.992118501342678,0.625667854574107,1.46892437191178,2.15773881039643,0.423554776856182,0.592682963009716
489,0.503990575069925,0.949622248576339,34.8874991852562,89.0907350920774,-0.0230955293296054,0.953354541306508,0.992313919229486,0.628441703619134,1.46845799054883,2.1563688700067,0.423135774086024,0.580911628207824
490,0.506038672743947,0.949083538503202,34.9264603543912,89.1618518517201,-0.0229859595361719,0.952674896321186,0.99132250377544,0.630899568615728,1.47049208923207,2.16234698449409,0.429009910350569,0.582883201265045
491,0.506739871319666,0.94715475463789,34.9554912942986,89.2405721018048,-0.0231512173331779,0.951284445758668,0.991219556448075,0.629883425376049,1.47181044645522,2.16622599029471,0.432310090107686,0.591742965713918
492,0.508099189693986,0.948565951266798,35.0248377605812,89.4547415819822,-0.0232374722103509,0.952159722008791,0.991155860425074,0.632004829205835,1.47209076662494,2.1670512251824,0.431698320199641,0.596099112604803
493,0.506691720877877,0.949256199667307,34.9701980184253,89.280527747892,-0.0232466204112053,0.953537685808611,0.9918657496544,0.628374505269569,1.4707429357437,2.16308478304,0.42768877433808,0.595188083449813
494,0.507787044717956,0.948858865197247,34.9349153514797,89.1824335993376,-0.0232838978258681,0.952336236248298,0.992054966237366,0.632726422020468,1.47033718839417,2.16189144757487,0.426995630024414,0.582220084715478
495,0.510639981061407,0.948369011065394,35.1085525548659,89.6674954351864,-0.023369972965275,0.952318194177729,0.992187751763212,0.635327132123391,1.47288272781384,2.16938352989233,0.432129368699509,0.583133500978477
496,0.512791382768493,0.949665907371393,35.1292876065827,89.7614364264097,-0.023330646273008,0.952784062342058,0.992112784183234,0.637131193461398,1.47312569004179,2.17009929866109,0.430531752387474,0.579996622753905
497,0.515545993581524,0.949967529428612,35.3198012177739,90.3137331474203,-0.0233885072445965,0.953327920788441,0.990189937637459,0.64290795139063,1.47099582872964,2.16382872814001,0.426171518069588,0.577209349820318
498,0.518861650860866,0.949071419343155,35.5364159395368,90.97250263757,-0.0232194099623695,0.952257899800163,0.990742621266157,0.648874308367008,1.47644818439809,2.17989924121241,0.440383992027297,0.57962205735296
499,0.515274194799599,0.947012053342844,35.5316875048527,90.9751252584531,-0.0234810847050657,0.950760280375951,0.989426419498052,0.641993229964937,1.47541173960962,2.1768398013779,0.437286285537014,0.580531995290822
500,0.515198004398848,0.948016480313134,35.4869751129568,90.8629051460898,-0.0235839020890768,0.951101561849224,0.989590004218376,0.642685977278418,1.47425727859276,2.17343452348372,0.434468364949149,0.589674081490083
501,0.518817015805248,0.949533164979067,35.495475370657,90.8720981351797,-0.0236960684956765,0.953053836731572,0.989164737612322,0.645608503156148,1.47649393755538,2.18003434763778,0.43912297400808,0.578252515210857
502,0.517956229096789,0.947749950813721,35.5114639880835,90.9188949379933,-0.0237027294339686,0.951264232699046,0.988838581571372,0.645786026464525,1.47758282108147,2.18325099315506,0.440193408683329,0.575333226037287
503,0.521161581574631,0.948631199350684,35.5686709747457,91.0735339835055,-0.0236315819799087,0.951804799047234,0.989663985804781,0.64890677118527,1.48122585365375,2.19403002953228,0.443849459799155,0.591031948571424
504,0.519183935259313,0.946162042248485,35.4858188779319,90.8329553931171,-0.0238466840874026,0.949777244496096,0.988518515415346,0.644547382719297,1.48117287943117,2.19387309876242,0.444493748107275,0.58828168807361
505,0.520858660632174,0.948543102934745,35.5102062676282,90.8948752478557,-0.0240800963837049,0.951579748301129,0.987818672557549,0.647583884128341,1.48146533130934,2.19473952787151,0.445035735596008,0.589281740509247
506,0.521335493528434,0.947474090080041,35.5239779416969,90.9286991248575,-0.0241463318356123,0.951098088169878,0.987014163905131,0.645657690275601,1.48327271499952,2.20009794706205,0.450194163659848,0.609780249215869
507,0.519997816856209,0.947776860893484,35.584648545199,91.1121666993843,-0.0240545616823348,0.951531228617263,0.986949651655232,0.644938463535341,1.48306780547775,2.19949011564458,0.449411185574482,0.617705778031118
508,0.51870667807408,0.94589949691378,35.43791106813,90.713579321945,-0.0243223169917003,0.949900878958103,0.986828102997093,0.643988586019371,1.48105347909042,2.19351940792583,0.445254260175346,0.618501253060977
509,0.518557309550087,0.946859137502178,35.5339581272086,90.9987223462762,-0.0242547629881836,0.95054569497288,0.987353745708034,0.644187879398165,1.48254549929454,2.1979411574785,0.44547097847614,0.629852329568922
