"t","value1","value2"
1,0.564571454484724,0.564571454484724
2,-0.507661058420172,-0.507661058420172
3,-0.314605211830425,-0.314605211830425
4,-0.0338345968894889,-0.0338345968894889
5,0.488439581651416,0.488439581651416
6,-0.087672755422991,-0.087672755422991
7,-0.439775742565793,-0.439775742565793
8,-0.167180199387579,-0.167180199387579
9,0.0706892076173822,0.0706892076173822
10,-0.291698716208341,-0.291698716208341
11,-0.297427017362426,-0.297427017362426
12,-0.266626272754891,-0.266626272754891
13,0.240278749632265,0.240278749632265
14,-0.0535303348092309,-0.0535303348092309
15,0.243861502567919,0.243861502567919
16,-0.0401885107361795,-0.0401885107361795
17,0.206674561023941,0.206674561023941
18,-0.504395070949913,-0.504395070949913
19,0.812496987497588,0.812496987497588
20,-0.173993086811809,-0.173993086811809
21,0.304793476530336,0.304793476530336
22,-0.0889386456021677,-0.0889386456021677
23,0.398881758060451,0.398881758060451
24,-0.0773432840108339,-0.0773432840108339
25,-0.425436421544163,-0.425436421544163
26,-0.145845706101172,-0.145845706101172
27,-0.025433384959318,-0.025433384959318
28,-0.135965027432846,-0.135965027432846
29,0.177008607862402,0.177008607862402
30,0.194531146934276,0.194531146934276
31,0.398861492291638,0.398861492291638
32,0.409090564495861,0.409090564495861
33,-0.252908803236225,-0.252908803236225
34,-0.415573803156785,-0.415573803156785
35,0.265652388505792,0.265652388505792
36,0.174872959991164,0.174872959991164
37,-0.372621321089514,-0.372621321089514
38,-0.135838961405829,-0.135838961405829
39,-0.357034061076107,-0.357034061076107
40,0.312324973045071,0.312324973045071
41,-0.457463992081029,-0.457463992081029
42,0.0676395887830228,0.0676395887830228
43,0.83162613464322,0.83162613464322
44,-0.0814457257967831,-0.0814457257967831
45,-0.360254052261836,-0.360254052261836
46,0.0306400746410709,0.0306400746410709
47,0.297094970995398,0.297094970995398
48,0.503824312552232,0.503824312552232
49,-0.0573997103416224,-0.0573997103416224
50,-0.282268771156884,-0.282268771156884
51,0.205232843364789,0.205232843364789
52,-0.399123163968652,-0.399123163968652
53,-0.568822625250255,-0.568822625250255
54,-0.0947441488547434,-0.0947441488547434
55,-0.273723976420759,-0.273723976420759
56,-0.507720129285054,-0.507720129285054
57,-0.591746905327735,-0.591746905327735
58,0.140397225677469,0.140397225677469
59,0.374998936191492,0.374998936191492
60,-0.514909255873787,-0.514909255873787
61,0.0299314914279762,0.0299314914279762
62,0.7819961160704,0.7819961160704
63,0.466752674245346,0.466752674245346
64,-0.566225954365472,-0.566225954365472
65,0.635984873955702,0.635984873955702
66,-0.275402788304214,-0.275402788304214
67,-0.680835843637812,-0.680835843637812
68,0.553682420376347,0.553682420376347
69,-0.300280695125976,-0.300280695125976
70,0.000830937275032806,0.000830937275032806
71,-0.379135222196925,-0.379135222196925
72,0.134289136048934,0.134289136048934
73,0.13591986653038,0.13591986653038
74,-0.0912202410912653,-0.0912202410912653
75,-0.0345619873444323,-0.0345619873444323
76,-0.0130187789489382,-0.0130187789489382
77,0.486601378624766,0.486601378624766
78,0.16862924492262,0.16862924492262
79,-0.282600098589778,-0.282600098589778
80,0.063365644712259,0.063365644712259
81,-0.0866031578987017,-0.0866031578987017
82,0.467149734230122,0.467149734230122
83,0.0524047906494911,0.0524047906494911
84,0.133369807642748,0.133369807642748
85,-0.155034477591999,-0.155034477591999
86,0.621998302859386,0.621998302859386
87,0.0159950483283264,0.0159950483283264
88,0.315051024405696,0.315051024405696
89,0.373433259663611,0.373433259663611
90,-0.431626318752983,-0.431626318752983
91,0.108961837902168,0.108961837902168
92,-0.396764702132999,-0.396764702132999
93,0.0194539897333892,0.0194539897333892
94,-0.119962102404763,-0.119962102404763
95,0.179116110753992,0.179116110753992
96,-0.470824458783725,-0.470824458783725
97,0.183688884745345,0.183688884745345
98,-0.0160409450073291,-0.0160409450073291
99,-0.0844105017935604,-0.0844105017935604
100,-0.10705817037433,-0.10705817037433
101,-0.643358463788927,-0.643358463788927
102,0.0175950544003585,0.0175950544003585
103,0.328296232392893,0.328296232392893
104,0.236356406126244,0.236356406126244
105,0.26825745119127,0.26825745119127
106,-0.277764724312546,-0.277764724312546
107,-0.358377055740313,-0.358377055740313
108,-0.0528465184628784,-0.0528465184628784
109,0.611217725114492,0.611217725114492
110,-0.0527203869810295,-0.0527203869810295
111,0.420815204352669,0.420815204352669
112,-0.070709968774165,-0.070709968774165
113,-0.189615332545753,-0.189615332545753
114,0.623562298643314,0.623562298643314
115,-0.874123573101456,-0.874123573101456
116,-0.143329458759593,-0.143329458759593
117,0.0268625878772386,0.0268625878772386
118,0.0621386561046684,0.0621386561046684
119,-0.559732087316271,-0.559732087316271
120,0.0555910593630105,0.0555910593630105
121,-0.00988722430146205,-0.00988722430146205
122,-0.187147743081534,-0.187147743081534
123,-0.244374347555269,-0.244374347555269
124,0.675958657220289,0.675958657220289
125,-0.199245742136198,-0.199245742136198
126,0.237611999456182,0.237611999456182
127,-0.134714547942967,-0.134714547942967
128,0.199694761430196,0.199694761430196
129,-0.761320652153066,-0.761320652153066
130,-0.266949980180439,-0.266949980180439
131,-0.433717808060468,-0.433717808060468
132,0.0759719620934431,0.0759719620934431
133,-0.0914517646215285,-0.0914517646215285
134,0.54447754859966,0.54447754859966
135,-0.0142677640301709,-0.0142677640301709
136,0.564986543880732,0.564986543880732
137,0.242654831597581,0.242654831597581
138,0.168119147368945,0.168119147368945
139,0.209375184173161,0.209375184173161
140,-0.163349554646875,-0.163349554646875
141,-0.0369267060084186,-0.0369267060084186
142,0.113581772268443,0.113581772268443
143,0.206975335052901,0.206975335052901
144,-0.281494863457098,-0.281494863457098
145,0.334726300824939,0.334726300824939
146,-0.530398550828201,-0.530398550828201
147,0.413136445745267,0.413136445745267
148,0.376641397552991,0.376641397552991
149,-0.0845034816699526,-0.0845034816699526
150,-0.0214740879426589,-0.0214740879426589
151,0.0900735299564377,0.0900735299564377
152,0.212880303676214,0.212880303676214
153,-0.0536390838831526,-0.0536390838831526
154,-0.250588227618495,-0.250588227618495
155,-0.517339560678438,-0.517339560678438
156,-0.443559523447299,-0.443559523447299
157,-0.435490982253723,-0.435490982253723
158,0.199386443242438,0.199386443242438
159,-0.339438803577031,-0.339438803577031
160,0.10002635161651,0.10002635161651
161,0.14962779415892,0.14962779415892
162,0.17413121603819,0.17413121603819
163,-0.0781213639833018,-0.0781213639833018
164,0.197734218713049,0.197734218713049
165,-0.136533078843078,-0.136533078843078
166,-0.00402777837269719,-0.00402777837269719
167,0.0107989932218744,0.0107989932218744
168,-0.0657365476979523,-0.0657365476979523
169,-0.0518759706201404,-0.0518759706201404
170,0.375555150124071,0.375555150124071
171,-0.459393878125003,-0.459393878125003
172,0.656896823682228,0.656896823682228
173,0.169809596105638,0.169809596105638
174,-0.200259024863137,-0.200259024863137
175,-0.0852805097373528,-0.0852805097373528
176,0.319352703844815,0.319352703844815
177,-0.26940627936986,-0.26940627936986
178,0.0542881177563419,0.0542881177563419
179,-0.304303446575618,-0.304303446575618
180,0.169645058906455,0.169645058906455
181,-0.372978704149035,-0.372978704149035
182,-0.479973777734348,-0.479973777734348
183,0.28388840221983,0.28388840221983
184,0.442604336841558,0.442604336841558
185,0.37726201088346,0.37726201088346
186,-0.367000173875797,-0.367000173875797
187,0.436945018267928,0.436945018267928
188,-0.497203142675437,-0.497203142675437
189,-0.232857081702424,-0.232857081702424
190,0.66367291789757,0.66367291789757
191,0.228429739217169,0.228429739217169
192,-0.0939209018054723,-0.0939209018054723
193,0.23344051681171,0.23344051681171
194,-0.000915292378937949,-0.000915292378937949
195,-0.437525083175562,-0.437525083175562
196,-0.454918062267191,-0.454918062267191
197,0.0271470685682325,0.0271470685682325
198,0.424742291152534,0.424742291152534
199,0.104302001736742,0.104302001736742
200,-0.555228381986066,-0.555228381986066
201,0.172538239723974,0.172538239723974
202,0.0629438397532369,0.0629438397532369
203,0.0404048188874548,0.0404048188874548
204,0.390440401673831,0.390440401673831
205,0.512707212307643,0.512707212307643
206,0.800936508767023,0.800936508767023
207,-0.575610204695614,-0.575610204695614
208,-0.286353984198432,-0.286353984198432
209,-0.298034173911939,-0.298034173911939
210,-0.104451380131642,-0.104451380131642
211,0.455894689010885,0.455894689010885
212,-0.145476704977228,-0.145476704977228
213,-0.145689299786921,-0.145689299786921
214,-0.015063204598285,-0.015063204598285
215,-0.0243424513639561,-0.0243424513639561
216,0.126990033001551,0.126990033001551
217,-0.241194873519744,-0.241194873519744
218,-0.0962675725707731,-0.0962675725707731
219,-0.32293050714449,-0.32293050714449
220,-0.0841322436203562,-0.0841322436203562
221,0.481206324533318,0.481206324533318
222,-0.610137976818538,-0.610137976818538
223,0.0970513404934064,0.0970513404934064
224,-0.100228470155204,-0.100228470155204
225,0.111215362295695,0.111215362295695
226,0.229350648488676,0.229350648488676
227,0.143462378447982,0.143462378447982
228,-0.0945380167461121,-0.0945380167461121
229,0.274671973069378,0.274671973069378
230,-0.0688237302852797,-0.0688237302852797
231,0.596291867323229,0.596291867323229
232,0.0154987299635867,0.0154987299635867
233,-0.0938283124472528,-0.0938283124472528
234,-0.0348505298435133,-0.0348505298435133
235,-0.67341214623286,-0.67341214623286
236,-0.506181038779467,-0.506181038779467
237,0.0010205594625281,0.0010205594625281
238,-0.586318087257854,-0.586318087257854
239,0.354966283568829,0.354966283568829
240,0.249592504943727,0.249592504943727
241,0.163965023690098,0.163965023690098
242,0.0274230024121338,0.0274230024121338
243,0.173562395780431,0.173562395780431
244,0.196510953691444,0.196510953691444
245,-0.102975940073572,-0.102975940073572
246,-0.0832111201756505,-0.0832111201756505
247,0.0794700438336657,0.0794700438336657
248,-0.193712560177827,-0.193712560177827
249,-0.00463592941927393,-0.00463592941927393
250,-0.0343175976485601,-0.0343175976485601
251,0.128726644558663,0.128726644558663
252,-0.24177161342474,-0.24177161342474
253,-0.261835751012323,-0.261835751012323
254,-0.182602647563767,-0.182602647563767
255,0.286709297687582,0.286709297687582
256,0.283575794377239,0.283575794377239
257,0.178624798829033,0.178624798829033
258,-0.167992289418998,-0.167992289418998
259,0.179580721467541,0.179580721467541
260,0.538104088078435,0.538104088078435
261,0.0415068600747768,0.0415068600747768
262,-0.0799416181461596,-0.0799416181461596
263,-0.514745673051532,-0.514745673051532
264,-0.293856482748669,-0.293856482748669
265,-0.694820825746592,-0.694820825746592
266,0.0673424051381963,0.0673424051381963
267,-0.47908318549135,-0.47908318549135
268,-0.211912324707435,-0.211912324707435
269,0.487944113396268,0.487944113396268
270,-0.0798427229343224,-0.0798427229343224
271,-0.204726397463586,-0.204726397463586
272,0.341469400936371,0.341469400936371
273,-0.372075531559505,-0.372075531559505
274,-0.0217351687275609,-0.0217351687275609
275,-0.0460383052600568,-0.0460383052600568
276,0.734827823996981,0.734827823996981
277,-0.473187725639686,-0.473187725639686
278,0.0624704364976389,0.0624704364976389
279,0.359369981061449,0.359369981061449
280,-0.0321444793760586,-0.0321444793760586
281,-0.570485865481648,-0.570485865481648
282,-0.0305827133280137,-0.0305827133280137
283,-0.589040364231599,-0.589040364231599
284,0.219670403026921,0.219670403026921
285,0.0651943364871137,0.0651943364871137
286,0.769915711756602,0.769915711756602
287,-0.106107785108229,-0.106107785108229
288,-0.0507526331024608,-0.0507526331024608
289,0.545309849574481,0.545309849574481
290,0.276691936020707,0.276691936020707
291,0.868325324872893,0.868325324872893
292,-0.0798209135203851,-0.0798209135203851
293,-0.203806036620962,-0.203806036620962
294,-0.153603000778756,-0.153603000778756
295,-0.315685166976015,-0.315685166976015
296,-0.227723155629805,-0.227723155629805
297,-0.148252719093919,-0.148252719093919
298,0.17844655731543,0.17844655731543
299,0.171658271044343,0.171658271044343
300,0.121751008583348,0.121751008583348
301,0.155120119868772,0.155120119868772
302,-0.0953377308239758,-0.0953377308239758
303,0.399297594639618,0.399297594639618
304,0.00870783347323023,0.00870783347323023
305,0.0527603949033864,0.0527603949033864
306,0.572960311379196,0.572960311379196
307,0.300496543064862,0.300496543064862
308,0.108919823759138,0.108919823759138
309,-0.428504192839271,-0.428504192839271
310,0.122516258943899,0.122516258943899
311,0.5679389715524,0.5679389715524
312,0.0401085913851357,0.0401085913851357
313,-0.123710573186011,-0.123710573186011
314,0.263631247178232,0.263631247178232
315,-0.357634093785466,-0.357634093785466
316,0.0646579526114475,0.0646579526114475
317,0.0433408193127663,0.0433408193127663
318,0.365380502342322,0.365380502342322
319,-0.23622422407961,-0.23622422407961
320,-0.109788429856771,-0.109788429856771
321,0.155744429570958,0.155744429570958
322,-0.156720161971587,-0.156720161971587
323,-0.172423045751583,-0.172423045751583
324,-0.125030764282282,-0.125030764282282
325,-0.324654284454307,-0.324654284454307
326,-0.406213556736078,-0.406213556736078
327,0.306052566319132,0.306052566319132
328,-0.874504018797895,-0.874504018797895
329,-0.395973668435679,-0.395973668435679
330,0.141956156814455,0.141956156814455
331,0.130582719077932,0.130582719077932
332,0.177491720423287,0.177491720423287
333,-0.184521580407311,-0.184521580407311
334,0.00937918355423784,0.00937918355423784
335,-0.0574338040855339,-0.0574338040855339
336,-0.0252776399670169,-0.0252776399670169
337,-0.1225088270985,-0.1225088270985
338,0.28326230539615,0.28326230539615
339,0.202270279208948,0.202270279208948
340,-0.291799225321075,-0.291799225321075
341,0.169367275474189,0.169367275474189
342,0.4001262426493,0.4001262426493
343,0.378250527479786,0.378250527479786
344,-0.410602242739812,-0.410602242739812
345,-0.224983951316475,-0.224983951316475
346,0.0786577369122129,0.0786577369122129
347,-0.258663394053649,-0.258663394053649
348,-0.239667899799595,-0.239667899799595
349,0.335103994062764,0.335103994062764
350,-0.179657278262668,-0.179657278262668
351,0.396145032472547,0.396145032472547
352,0.554543237443127,0.554543237443127
353,-0.394762135354045,-0.394762135354045
354,-0.0685164067831552,-0.0685164067831552
355,0.524203349728911,0.524203349728911
356,0.293241984898136,0.293241984898136
357,0.150477240983039,0.150477240983039
358,-0.30205784239759,-0.30205784239759
359,-0.136716499975731,-0.136716499975731
360,-0.371509135147709,-0.371509135147709
361,0.0885164282560785,0.0885164282560785
362,0.29567642699591,0.29567642699591
363,-0.460321627539633,-0.460321627539633
364,0.173577633307112,0.173577633307112
365,0.323872523767327,0.323872523767327
366,-0.461400039757775,-0.461400039757775
367,0.1897716177727,0.1897716177727
368,-0.190015120763706,-0.190015120763706
369,-0.0556906346312036,-0.0556906346312036
370,0.0952095167853514,0.0952095167853514
371,-0.321079559303011,-0.321079559303011
372,0.260325017301771,0.260325017301771
373,0.000286395753619773,0.000286395753619773
374,-0.0791376131365982,-0.0791376131365982
375,0.27600046987727,0.27600046987727
376,-0.472333536388621,-0.472333536388621
377,-0.806492745061498,-0.806492745061498
378,0.0279658576900115,0.0279658576900115
379,0.249184965251158,0.249184965251158
380,-0.202381656215621,-0.202381656215621
381,-0.349011608635771,-0.349011608635771
382,0.563774482042963,0.563774482042963
383,-0.160536039372453,-0.160536039372453
384,0.391169096282191,0.391169096282191
385,0.337775443600366,0.337775443600366
386,0.165443512667904,0.165443512667904
387,0.409672901512353,0.409672901512353
388,-0.367097951710996,-0.367097951710996
389,-0.470053359915579,-0.470053359915579
390,-0.933210420924794,-0.933210420924794
391,0.00818184349112305,0.00818184349112305
392,0.162787574465752,0.162787574465752
393,0.0916952278723236,0.0916952278723236
394,-0.313598233276811,-0.313598233276811
395,-0.138335414335229,-0.138335414335229
396,0.0507337127243601,0.0507337127243601
397,-0.101822400008086,-0.101822400008086
398,0.0991227666454181,0.0991227666454181
399,-0.111379148633243,-0.111379148633243
400,-0.364808582940006,-0.364808582940006
401,0.687672633751953,0.687672633751953
402,-0.431751617707608,-0.431751617707608
403,0.272796525673058,0.272796525673058
404,0.299275482759799,0.299275482759799
405,0.178407177791721,0.178407177791721
406,0.0873174189095118,0.0873174189095118
407,-0.388484378263826,-0.388484378263826
408,-0.414705036742534,-0.414705036742534
409,-0.224677913725031,-0.224677913725031
410,-0.119112466880058,-0.119112466880058
411,0.20709930975471,0.20709930975471
412,0.075218977695938,0.075218977695938
413,-0.0437604308030001,-0.0437604308030001
414,-0.412992193778239,-0.412992193778239
415,-0.171501530064518,-0.171501530064518
416,-0.0285468190645028,-0.0285468190645028
417,-0.105976739930711,-0.105976739930711
418,-0.123540966853717,-0.123540966853717
419,-0.123739008635473,-0.123739008635473
420,-0.563739917391184,-0.563739917391184
421,-0.335717487999074,-0.335717487999074
422,0.800348188584081,0.800348188584081
423,0.0434650320487682,0.0434650320487682
424,0.704887088635924,0.704887088635924
425,0.674043205094764,0.674043205094764
426,0.193511614936332,0.193511614936332
427,0.244087120701945,0.244087120701945
428,0.264552547348596,0.264552547348596
429,0.6188472420319,0.6188472420319
430,0.206529813748421,0.206529813748421
431,0.647241144293822,0.647241144293822
432,-0.698788899208878,-0.698788899208878
433,-0.26676643514174,-0.26676643514174
434,0.148111432552807,0.148111432552807
435,0.146364800847041,0.146364800847041
436,0.0754418824866742,0.0754418824866742
437,0.0152442075113308,0.0152442075113308
438,0.375862547273426,0.375862547273426
439,-0.121932157795967,-0.121932157795967
440,-0.367999731179352,-0.367999731179352
441,0.179148792293671,0.179148792293671
442,-0.331396575019629,-0.331396575019629
443,-0.196141004270229,-0.196141004270229
444,-0.357897507982229,-0.357897507982229
445,-0.0274023567310229,-0.0274023567310229
446,-0.00737479030486077,-0.00737479030486077
447,0.300399228875875,0.300399228875875
448,0.199191071536777,0.199191071536777
449,-0.74726256396925,-0.74726256396925
450,-0.225268978803752,-0.225268978803752
451,-0.414817568713964,-0.414817568713964
452,0.367410498422218,0.367410498422218
453,-0.148299841848211,-0.148299841848211
454,0.0220589065975657,0.0220589065975657
455,-0.315106973960053,-0.315106973960053
456,-0.326478669917985,-0.326478669917985
457,0.147934829853036,0.147934829853036
458,0.436242852155068,0.436242852155068
459,-0.378115556722108,-0.378115556722108
460,-0.00304283037841574,-0.00304283037841574
461,-0.362940904567133,-0.362940904567133
462,0.195868398499173,0.195868398499173
463,0.224629603088421,0.224629603088421
464,0.421551424246612,0.421551424246612
465,-0.453163236522223,-0.453163236522223
466,0.062596302012061,0.062596302012061
467,0.602092581916729,0.602092581916729
468,0.340650755639638,0.340650755639638
469,0.282903510328223,0.282903510328223
470,0.3352002529323,0.3352002529323
471,-1.06712380695945,-1.06712380695945
472,0.0348540780617488,0.0348540780617488
473,-0.0311649950227406,-0.0311649950227406
474,-0.168728431181137,-0.168728431181137
475,0.340824851720286,0.340824851720286
476,-0.241513195989648,-0.241513195989648
477,0.505531570410493,0.505531570410493
478,-0.470558236471772,-0.470558236471772
479,-0.235740708943238,-0.235740708943238
480,0.0227292242558797,0.0227292242558797
481,0.0945436573067061,0.0945436573067061
482,-0.398632591363504,-0.398632591363504
483,-0.0790396355672442,-0.0790396355672442
484,0.0409534890892374,0.0409534890892374
485,-0.0668445541875966,-0.0668445541875966
486,0.18212382984698,0.18212382984698
487,0.34617015218705,0.34617015218705
488,0.386307377302659,0.386307377302659
489,0.0268039934929027,0.0268039934929027
490,0.187838760613034,0.187838760613034
491,-0.103917211147376,-0.103917211147376
492,0.20316037535826,0.20316037535826
493,-0.317245595617308,-0.317245595617308
494,-0.0105948007299932,-0.0105948007299932
495,0.314391442396052,0.314391442396052
496,0.112388012030941,0.112388012030941
497,-0.0465455850966589,-0.0465455850966589
498,0.393651293917502,0.393651293917502
499,-0.580030822296889,-0.580030822296889
500,-0.210636971157375,-0.210636971157375
501,0.132777704206169,0.132777704206169
